ReturnDate,TerritoryKey,ProductKey,ReturnQuantity
22-06-2016,2,283,1
23-06-2016,3,284,1
24-06-2016,4,285,1
25-06-2016,5,286,1
26-06-2016,6,287,1
27-06-2016,7,288,1
28-06-2016,8,289,1
01-07-2016,11,292,1
02-07-2016,12,293,1
03-07-2016,13,294,1
04-07-2016,14,295,1
05-07-2016,15,296,1
06-07-2016,16,297,1
07-07-2016,17,298,1
08-07-2016,18,299,1
09-07-2016,19,300,1
10-07-2016,1,301,1
11-07-2016,2,302,1
12-07-2016,3,303,1
13-07-2016,4,304,1
14-07-2016,5,305,1
15-07-2016,6,306,1
16-07-2016,7,307,1
17-07-2016,8,308,1
20-07-2016,11,311,1
21-07-2016,12,312,1
22-07-2016,13,313,1
23-07-2016,14,314,1
24-07-2016,15,315,1
25-07-2016,16,316,1
26-07-2016,17,317,1
27-07-2016,18,318,1
28-07-2016,19,319,1
29-07-2016,1,320,1
30-07-2016,2,321,1
31-07-2016,3,322,1
01-08-2016,4,323,1
02-08-2016,5,324,1
03-08-2016,6,325,1
04-08-2016,7,326,1
05-08-2016,8,327,1
08-08-2016,11,330,1
09-08-2016,12,331,1
10-08-2016,13,332,1
11-08-2016,14,333,1
12-08-2016,15,334,1
13-08-2016,16,335,1
14-08-2016,17,336,1
15-08-2016,18,337,1
16-08-2016,19,338,1
17-08-2016,1,339,1
18-08-2016,2,340,1
19-08-2016,3,341,1
20-08-2016,4,342,1
21-08-2016,5,343,1
22-08-2016,6,344,1
23-08-2016,7,345,1
24-08-2016,8,346,1
27-08-2016,11,349,1
28-08-2016,12,350,2
29-08-2016,13,351,1
30-08-2016,14,352,1
31-08-2016,15,353,1
01-09-2016,16,354,1
02-09-2016,17,355,1
03-09-2016,18,356,1
04-09-2016,19,357,1
05-09-2016,1,358,1
06-09-2016,2,359,1
07-09-2016,3,360,1
08-09-2016,4,361,1
09-09-2016,5,362,1
10-09-2016,6,363,1
11-09-2016,7,364,1
12-09-2016,8,365,1
15-09-2016,11,368,1
16-09-2016,12,369,1
17-09-2016,13,370,1
18-09-2016,14,371,1
19-09-2016,15,372,1
20-09-2016,16,373,1
21-09-2016,17,374,1
22-09-2016,18,375,1
23-09-2016,19,376,1
24-09-2016,1,377,1
25-09-2016,2,378,1
26-09-2016,3,379,1
27-09-2016,4,380,1
28-09-2016,5,381,1
29-09-2016,6,382,1
30-09-2016,7,383,1
01-10-2016,8,384,1
04-10-2016,11,387,1
05-10-2016,12,388,1
06-10-2016,13,389,1
07-10-2016,14,390,1
08-10-2016,15,391,1
09-10-2016,16,392,1
10-10-2016,17,393,1
11-10-2016,18,394,2
12-10-2016,19,395,1
13-10-2016,1,396,1
14-10-2016,2,397,1
15-10-2016,3,398,1
16-10-2016,4,399,1
17-10-2016,5,111,1
18-10-2016,6,112,1
19-10-2016,7,113,1
20-10-2016,8,114,1
23-10-2016,11,117,1
24-10-2016,12,118,1
25-10-2016,13,119,1
26-10-2016,14,120,1
27-10-2016,15,121,1
28-10-2016,16,122,1
29-10-2016,17,123,1
30-10-2016,18,124,1
31-10-2016,19,125,1
01-11-2016,1,126,1
02-11-2016,2,127,1
03-11-2016,3,128,1
04-11-2016,4,129,1
05-11-2016,5,130,1
06-11-2016,6,131,1
07-11-2016,7,132,1
08-11-2016,8,133,1
11-11-2016,11,136,1
12-11-2016,12,137,1
13-11-2016,13,138,1
14-11-2016,14,139,1
15-11-2016,15,140,1
16-11-2016,16,141,1
17-11-2016,17,142,1
18-11-2016,18,143,1
19-11-2016,19,144,1
20-11-2016,1,145,1
21-11-2016,2,146,1
22-11-2016,3,147,1
23-11-2016,4,148,1
24-11-2016,5,149,1
25-11-2016,6,150,1
26-11-2016,7,151,1
27-11-2016,8,152,1
30-11-2016,11,155,1
01-12-2016,12,156,1
02-12-2016,13,157,1
03-12-2016,14,158,1
04-12-2016,15,159,1
05-12-2016,16,160,1
06-12-2016,17,161,1
07-12-2016,18,162,2
08-12-2016,19,163,2
09-12-2016,1,164,2
10-12-2016,2,165,2
11-12-2016,3,166,2
12-12-2016,4,167,2
13-12-2016,5,168,2
14-12-2016,6,169,2
15-12-2016,7,170,2
16-12-2016,8,171,2
19-12-2016,11,174,2
20-12-2016,12,175,2
21-12-2016,13,176,2
22-12-2016,14,177,2
23-12-2016,15,178,2
24-12-2016,16,179,2
25-12-2016,17,180,2
26-12-2016,18,181,2
27-12-2016,19,182,2
28-12-2016,1,183,2
29-12-2016,2,184,2
30-12-2016,3,185,2
31-12-2016,4,186,2
01-01-2017,5,187,2
02-01-2017,6,188,2
03-01-2017,7,189,2
04-01-2017,8,190,2
07-01-2017,11,193,2
08-01-2017,12,194,2
09-01-2017,13,195,2
10-01-2017,14,196,2
11-01-2017,15,197,2
12-01-2017,16,198,2
13-01-2017,17,199,2
14-01-2017,18,200,2
15-01-2017,19,201,2
16-01-2017,1,202,2
17-01-2017,2,203,2
18-01-2017,3,204,2
19-01-2017,4,205,2
20-01-2017,5,206,2
21-01-2017,6,207,2
22-01-2017,7,208,2
23-01-2017,8,209,2
26-01-2017,11,212,2
27-01-2017,12,213,2
28-01-2017,13,214,2
29-01-2017,14,215,2
30-01-2017,15,216,2
31-01-2017,16,217,2
01-02-2017,17,218,2
02-02-2017,18,219,2
03-02-2017,19,220,2
04-02-2017,1,221,2
05-02-2017,2,222,2
06-02-2017,3,223,2
07-02-2017,4,224,2
08-02-2017,5,225,2
09-02-2017,6,226,2
10-02-2017,7,227,2
11-02-2017,8,228,2
14-02-2017,11,231,2
15-02-2017,12,232,2
16-02-2017,13,233,2
17-02-2017,14,234,2
18-02-2017,15,235,2
19-02-2017,16,236,2
20-02-2017,17,237,2
21-02-2017,18,238,2
22-02-2017,19,239,2
23-02-2017,1,240,2
24-02-2017,2,241,2
25-02-2017,3,242,2
26-02-2017,4,243,2
27-02-2017,5,244,2
28-02-2017,6,245,2
01-03-2017,7,246,2
02-03-2017,8,247,2
05-03-2017,11,250,2
06-03-2017,12,251,2
07-03-2017,13,252,2
08-03-2017,14,253,2
09-03-2017,15,254,2
10-03-2017,16,255,2
11-03-2017,17,256,2
12-03-2017,18,257,2
13-03-2017,19,258,2
14-03-2017,1,259,2
15-03-2017,2,260,2
16-03-2017,3,261,2
17-03-2017,4,262,2
18-03-2017,5,263,2
19-03-2017,6,264,2
20-03-2017,7,265,2
21-03-2017,8,266,2
24-03-2017,11,269,2
25-03-2017,12,270,2
26-03-2017,13,271,2
27-03-2017,14,272,2
28-03-2017,15,273,2
29-03-2017,16,274,2
30-03-2017,17,275,2
31-03-2017,18,276,2
01-04-2017,19,277,2
02-04-2017,1,278,2
03-04-2017,2,279,2
04-04-2017,3,280,2
05-04-2017,4,281,2
06-04-2017,1,282,2
07-04-2017,2,283,2
08-04-2017,3,284,2
09-04-2017,4,285,2
10-04-2017,5,286,2
11-04-2017,6,287,2
12-04-2017,7,288,2
13-04-2017,8,289,2
16-04-2017,11,292,2
17-04-2017,12,293,2
18-04-2017,13,294,2
19-04-2017,14,295,2
20-04-2017,15,296,2
21-04-2017,16,297,2
22-04-2017,17,298,2
23-04-2017,18,299,2
24-04-2017,19,300,2
25-04-2017,1,301,2
26-04-2017,2,302,2
27-04-2017,3,303,2
28-04-2017,4,304,2
29-04-2017,5,305,2
30-04-2017,6,306,2
01-05-2017,7,307,2
02-05-2017,8,308,2
05-05-2017,11,311,2
06-05-2017,12,312,2
07-05-2017,13,313,2
08-05-2017,14,314,2
09-05-2017,15,315,2
10-05-2017,16,316,2
11-05-2017,17,317,2
12-05-2017,18,318,2
13-05-2017,19,319,2
14-05-2017,1,320,2
15-05-2017,2,321,2
16-05-2017,3,322,2
17-05-2017,4,323,2
18-05-2017,5,324,2
19-05-2017,6,325,2
20-05-2017,7,326,2
21-05-2017,8,327,2
24-05-2017,11,330,2
25-05-2017,12,331,2
26-05-2017,13,332,2
27-05-2017,14,333,2
28-05-2017,15,334,2
29-05-2017,16,335,2
30-05-2017,17,336,2
31-05-2017,18,337,2
01-06-2017,19,338,2
02-06-2017,1,339,2
03-06-2017,2,340,2
04-06-2017,3,341,2
05-06-2017,4,342,2
06-06-2017,5,343,2
07-06-2017,6,344,2
08-06-2017,7,345,2
09-06-2017,8,346,2
12-06-2017,11,349,2
13-06-2017,12,350,2
14-06-2017,13,351,2
15-06-2017,14,352,2
16-06-2017,15,353,2
17-06-2017,16,354,2
18-06-2017,17,355,2
19-06-2017,18,356,2
20-06-2017,19,357,2
21-06-2017,1,358,2
22-06-2017,2,359,2
23-06-2017,3,360,2
24-06-2017,4,361,2
25-06-2017,5,362,2
26-06-2017,6,363,2
27-06-2017,7,364,2
28-06-2017,8,365,2
01-07-2017,11,368,2
02-07-2017,12,369,2
03-07-2017,13,370,2
04-07-2017,14,371,2
05-07-2017,15,372,2
06-07-2017,16,373,2
07-07-2017,17,374,2
08-07-2017,18,375,2
09-07-2017,19,376,2
10-07-2017,1,377,2
11-07-2017,2,378,2
12-07-2017,3,379,2
13-07-2017,4,380,2
14-07-2017,5,381,2
15-07-2017,6,382,2
16-07-2017,7,383,2
17-07-2017,8,384,2
20-07-2017,11,387,2
21-07-2017,12,388,2
22-07-2017,13,389,2
23-07-2017,14,390,2
24-07-2017,15,391,2
25-07-2017,16,392,2
26-07-2017,17,393,2
27-07-2017,18,394,2
28-07-2017,19,395,2
29-07-2017,1,396,2
30-07-2017,2,397,2
31-07-2017,3,398,2
01-08-2017,4,399,2
02-08-2017,5,111,2
03-08-2017,6,112,2
04-08-2017,7,113,2
05-08-2017,8,114,2
08-08-2017,11,117,2
09-08-2017,12,118,2
10-08-2017,13,119,2
11-08-2017,14,120,2
12-08-2017,15,121,2
13-08-2017,16,122,2
14-08-2017,17,123,2
15-08-2017,18,124,2
16-08-2017,19,125,2
17-08-2017,1,126,2
18-08-2017,2,127,2
19-08-2017,3,128,2
20-08-2017,4,129,2
21-08-2017,5,130,2
22-08-2017,6,131,2
23-08-2017,7,132,2
24-08-2017,8,133,2
27-08-2017,11,136,2
28-08-2017,12,137,2
29-08-2017,13,138,2
30-08-2017,14,139,2
31-08-2017,15,140,2
01-09-2017,16,141,2
02-09-2017,17,142,2
03-09-2017,18,143,2
04-09-2017,19,144,2
05-09-2017,1,145,2
06-09-2017,2,146,2
07-09-2017,3,147,2
08-09-2017,4,148,2
09-09-2017,5,149,2
10-09-2017,6,150,2
11-09-2017,7,151,2
12-09-2017,8,152,2
15-09-2017,11,155,2
16-09-2017,12,156,2
17-09-2017,13,157,2
18-09-2017,14,158,2
19-09-2017,15,159,2
20-09-2017,16,160,2
21-09-2017,17,161,2
22-09-2017,18,162,2
23-09-2017,19,163,2
24-09-2017,1,164,2
25-09-2017,2,165,2
26-09-2017,3,166,2
27-09-2017,4,167,2
28-09-2017,5,168,2
29-09-2017,6,169,2
30-09-2017,7,170,2
01-10-2017,8,171,2
04-10-2017,11,174,2
05-10-2017,12,175,2
06-10-2017,13,176,2
07-10-2017,14,177,2
08-10-2017,15,178,2
09-10-2017,16,179,2
10-10-2017,17,180,2
11-10-2017,18,181,2
12-10-2017,19,182,2
13-10-2017,1,183,2
14-10-2017,2,184,2
15-10-2017,3,185,2
16-10-2017,4,186,2
17-10-2017,5,187,2
18-10-2017,6,188,2
19-10-2017,7,189,2
20-10-2017,8,190,2
23-10-2017,11,193,2
24-10-2017,12,194,2
25-10-2017,13,195,2
26-10-2017,14,196,2
27-10-2017,15,197,2
28-10-2017,16,198,2
29-10-2017,17,199,2
30-10-2017,18,200,2
31-10-2017,19,201,2
01-11-2017,1,202,2
02-11-2017,2,203,2
03-11-2017,3,204,2
04-11-2017,4,205,2
05-11-2017,5,206,2
06-11-2017,6,207,2
07-11-2017,7,208,2
08-11-2017,8,209,2
11-11-2017,11,212,2
12-11-2017,12,213,2
13-11-2017,13,214,2
14-11-2017,14,215,2
15-11-2017,15,216,2
16-11-2017,16,217,2
17-11-2017,17,218,1
18-11-2017,18,219,1
19-11-2017,19,220,1
20-11-2017,1,221,1
21-11-2017,2,222,1
22-11-2017,3,223,1
23-11-2017,4,224,1
24-11-2017,5,225,1
25-11-2017,6,226,1
26-11-2017,7,227,1
27-11-2017,8,228,1
30-11-2017,11,231,1
01-12-2017,12,232,1
02-12-2017,13,233,1
03-12-2017,14,234,1
04-12-2017,15,235,1
05-12-2017,16,236,1
06-12-2017,17,237,1
07-12-2017,18,238,1
08-12-2017,19,239,1
09-12-2017,1,240,1
10-12-2017,2,241,1
11-12-2017,3,242,1
12-12-2017,4,243,1
13-12-2017,5,244,1
14-12-2017,6,245,1
15-12-2017,7,246,1
16-12-2017,8,247,1
19-12-2017,11,250,1
20-12-2017,12,251,1
21-12-2017,13,252,1
22-12-2017,14,253,1
23-12-2017,15,254,1
24-12-2017,16,255,1
25-12-2017,17,256,1
26-12-2017,18,257,1
27-12-2017,19,258,1
28-12-2017,1,259,1
29-12-2017,2,260,1
30-12-2017,3,261,1
31-12-2017,4,262,1
01-01-2018,5,263,1
02-01-2018,6,264,1
03-01-2018,7,265,1
04-01-2018,8,266,1
07-01-2018,11,269,1
08-01-2018,12,270,1
09-01-2018,13,271,1
10-01-2018,14,272,1
11-01-2018,15,273,1
12-01-2018,16,274,1
13-01-2018,17,275,1
14-01-2018,18,276,1
15-01-2018,19,277,1
16-01-2018,1,278,1
17-01-2018,2,279,1
18-01-2018,3,280,1
19-01-2018,4,281,1
20-01-2018,5,282,1
21-01-2018,6,283,1
22-01-2018,7,284,1
23-01-2018,8,285,1
26-01-2018,11,288,1
27-01-2018,12,289,1
28-01-2018,13,290,1
29-01-2018,14,291,1
30-01-2018,15,292,1
31-01-2018,16,293,1
01-02-2018,17,294,1
02-02-2018,18,295,1
03-02-2018,19,296,1
04-02-2018,1,297,1
05-02-2018,2,298,1
06-02-2018,3,299,1
07-02-2018,4,300,1
08-02-2018,5,301,1
09-02-2018,6,302,1
10-02-2018,7,303,1
11-02-2018,8,304,1
14-02-2018,11,307,1
15-02-2018,12,308,1
16-02-2018,13,309,1
17-02-2018,14,310,1
18-02-2018,15,311,1
19-02-2018,16,312,1
20-02-2018,17,313,1
21-02-2018,18,314,1
22-02-2018,19,315,1
23-02-2018,1,316,1
24-02-2018,2,317,1
25-02-2018,3,318,1
26-02-2018,4,319,1
27-02-2018,5,320,1
28-02-2018,6,321,1
01-03-2018,7,322,1
02-03-2018,8,323,1
05-03-2018,11,326,1
06-03-2018,12,327,1
07-03-2018,13,328,1
08-03-2018,14,329,1
09-03-2018,15,330,1
10-03-2018,16,331,1
11-03-2018,17,332,1
12-03-2018,18,333,1
13-03-2018,19,334,1
14-03-2018,1,335,1
15-03-2018,2,336,1
16-03-2018,3,337,1
17-03-2018,4,338,1
18-03-2018,5,339,1
19-03-2018,6,340,1
20-03-2018,7,341,1
21-03-2018,8,342,1
24-03-2018,11,345,1
25-03-2018,12,346,1
26-03-2018,13,347,1
27-03-2018,14,348,1
28-03-2018,15,349,1
29-03-2018,16,350,1
30-03-2018,17,351,1
31-03-2018,18,352,1
01-04-2018,19,353,1
02-04-2018,1,354,1
03-04-2018,2,355,1
04-04-2018,3,356,1
05-04-2018,4,357,1
06-04-2018,5,358,1
07-04-2018,6,359,1
08-04-2018,7,360,1
09-04-2018,8,361,1
12-04-2018,11,364,1
13-04-2018,12,365,1
14-04-2018,13,366,1
15-04-2018,14,367,1
16-04-2018,15,368,1
17-04-2018,16,369,1
18-04-2018,17,370,1
19-04-2018,18,371,1
20-04-2018,19,372,1
21-04-2018,1,373,1
22-04-2018,2,374,1
23-04-2018,3,375,1
24-04-2018,4,376,1
25-04-2018,5,377,1
26-04-2018,6,378,1
27-04-2018,7,379,1
28-04-2018,8,380,1
01-05-2018,11,383,1
02-05-2018,12,384,2
03-05-2018,13,385,1
04-05-2018,14,386,1
05-05-2018,15,387,1
06-05-2018,16,388,1
07-05-2018,17,389,1
08-05-2018,18,390,1
09-05-2018,19,391,1
10-05-2018,1,392,1
11-05-2018,2,393,1
12-05-2018,3,394,1
13-05-2018,4,395,1
14-05-2018,5,396,1
15-05-2018,6,397,1
16-05-2018,7,398,1
17-05-2018,8,399,1
20-05-2018,11,113,1
21-05-2018,12,114,1
22-05-2018,13,115,1
23-05-2018,14,116,1
24-05-2018,15,117,1
25-05-2018,16,118,1
26-05-2018,17,119,1
27-05-2018,18,120,1
28-05-2018,19,121,1
29-05-2018,1,122,1
30-05-2018,2,123,1
31-05-2018,3,124,1
01-06-2018,4,125,1
02-06-2018,5,126,1
03-06-2018,6,127,1
04-06-2018,7,128,1
05-06-2018,8,129,1
08-06-2018,11,132,1
09-06-2018,12,133,1
10-06-2018,13,134,1
11-06-2018,14,135,1
12-06-2018,15,136,1
13-06-2018,16,137,1
14-06-2018,17,138,1
15-06-2018,18,139,1
16-06-2018,19,140,1
17-06-2018,1,141,1
18-06-2018,2,142,1
19-06-2018,3,143,1
20-06-2018,4,144,1
21-06-2018,5,145,1
22-06-2018,6,146,1
23-06-2018,7,147,1
24-06-2018,8,148,1
27-06-2018,11,151,1
28-06-2018,12,152,1
29-06-2018,13,153,1
30-06-2018,14,154,1
01-07-2018,15,155,1
02-07-2018,16,156,1
03-07-2018,17,157,1
04-07-2018,18,158,1
05-07-2018,19,159,1
06-07-2018,1,160,1
07-07-2018,2,161,1
08-07-2018,3,162,1
09-07-2018,4,163,1
10-07-2018,1,164,1
11-07-2018,2,165,1
12-07-2018,3,166,1
13-07-2018,4,167,1
14-07-2018,5,168,1
15-07-2018,6,169,1
16-07-2018,7,170,1
17-07-2018,8,171,1
20-07-2018,11,174,1
21-07-2018,12,175,1
22-07-2018,13,176,1
23-07-2018,14,177,1
24-07-2018,15,178,1
25-07-2018,16,179,1
26-07-2018,17,180,1
27-07-2018,18,181,1
28-07-2018,19,182,1
29-07-2018,1,183,2
30-07-2018,2,184,1
31-07-2018,3,185,1
01-08-2018,4,186,1
02-08-2018,5,187,1
03-08-2018,6,188,1
04-08-2018,7,189,1
05-08-2018,8,190,1
08-08-2018,11,193,1
09-08-2018,12,194,1
10-08-2018,13,195,1
11-08-2018,14,196,1
12-08-2018,15,197,1
13-08-2018,16,198,1
14-08-2018,17,199,1
15-08-2018,18,200,1
16-08-2018,19,201,1
17-08-2018,1,202,1
18-08-2018,2,203,1
19-08-2018,3,204,1
20-08-2018,4,205,1
21-08-2018,5,206,1
22-08-2018,6,207,1
23-08-2018,7,208,1
24-08-2018,8,209,1
27-08-2018,11,212,1
28-08-2018,12,213,1
29-08-2018,13,214,1
30-08-2018,14,215,2
31-08-2018,15,216,1
01-09-2018,16,217,1
02-09-2018,17,218,1
03-09-2018,18,219,1
04-09-2018,19,220,1
05-09-2018,1,221,1
06-09-2018,2,222,1
07-09-2018,3,223,1
08-09-2018,4,224,1
09-09-2018,5,225,1
10-09-2018,6,226,1
11-09-2018,7,227,1
12-09-2018,8,228,1
15-09-2018,11,231,1
16-09-2018,12,232,1
17-09-2018,13,233,1
18-09-2018,14,234,1
19-09-2018,15,235,1
20-09-2018,16,236,1
21-09-2018,17,237,1
22-09-2018,18,238,1
23-09-2018,19,239,1
24-09-2018,1,240,1
25-09-2018,2,241,1
26-09-2018,3,242,1
27-09-2018,4,243,1
28-09-2018,5,244,1
29-09-2018,6,245,1
30-09-2018,7,246,1
01-10-2018,8,247,1
04-10-2018,11,250,1
05-10-2018,12,251,1
06-10-2018,13,252,1
07-10-2018,14,253,1
08-10-2018,15,254,1
09-10-2018,16,255,1
10-10-2018,17,256,1
11-10-2018,18,257,1
12-10-2018,19,258,1
13-10-2018,1,259,1
14-10-2018,2,260,1
15-10-2018,3,261,2
16-10-2018,4,262,1
17-10-2018,5,263,1
18-10-2018,6,264,1
19-10-2018,7,265,1
20-10-2018,8,266,1
23-10-2018,11,269,1
24-10-2018,12,270,1
25-10-2018,13,271,1
26-10-2018,14,272,1
27-10-2018,15,273,1
28-10-2018,16,274,1
29-10-2018,17,275,1
30-10-2018,18,276,1
31-10-2018,19,277,1
01-11-2018,1,278,1
02-11-2018,2,279,1
03-11-2018,3,280,1
04-11-2018,4,281,1
05-11-2018,5,282,1
06-11-2018,6,283,1
07-11-2018,7,284,1
08-11-2018,8,285,1
11-11-2018,11,288,1
12-11-2018,12,289,1
13-11-2018,13,290,1
14-11-2018,14,291,1
15-11-2018,15,292,1
16-11-2018,16,293,1
17-11-2018,17,294,1
18-11-2018,18,295,1
19-11-2018,19,296,1
20-11-2018,1,297,1
21-11-2018,2,298,1
22-11-2018,3,299,1
23-11-2018,4,300,1
24-11-2018,5,301,2
25-11-2018,6,302,1
26-11-2018,7,303,1
27-11-2018,8,304,1
30-11-2018,11,307,1
01-12-2018,12,308,1
02-12-2018,13,309,1
03-12-2018,14,310,1
04-12-2018,15,311,1
05-12-2018,16,312,1
06-12-2018,17,313,1
07-12-2018,18,314,1
08-12-2018,19,315,1
09-12-2018,1,316,1
10-12-2018,2,317,1
11-12-2018,3,318,1
12-12-2018,4,319,1
13-12-2018,5,320,1
14-12-2018,6,321,1
15-12-2018,7,322,1
16-12-2018,8,323,1
19-12-2018,11,326,1
20-12-2018,12,327,1
21-12-2018,13,328,1
22-12-2018,14,329,1
23-12-2018,15,330,1
24-12-2018,16,331,1
25-12-2018,17,332,2
26-12-2018,18,333,1
27-12-2018,19,334,1
28-12-2018,1,335,1
29-12-2018,2,336,1
30-12-2018,3,337,1
31-12-2018,4,338,1
01-01-2016,5,339,1
02-01-2016,6,340,1
03-01-2016,7,341,1
04-01-2016,8,342,1
07-01-2016,11,345,1
08-01-2016,12,346,1
09-01-2016,13,347,1
10-01-2016,14,348,1
11-01-2016,15,349,1
12-01-2016,16,350,1
13-01-2016,17,351,1
14-01-2016,18,352,1
15-01-2016,19,353,1
16-01-2016,1,354,1
17-01-2016,2,355,1
18-01-2016,3,356,1
19-01-2016,4,357,1
20-01-2016,5,358,1
21-01-2016,6,359,1
22-01-2016,7,360,1
23-01-2016,8,361,1
26-01-2016,11,364,1
27-01-2016,12,365,1
28-01-2016,13,366,1
29-01-2016,14,367,1
30-01-2016,15,368,1
31-01-2016,16,369,1
01-02-2016,17,370,1
02-02-2016,18,371,1
03-02-2016,19,372,1
04-02-2016,1,373,1
05-02-2016,2,374,2
06-02-2016,3,375,1
07-02-2016,4,376,1
08-02-2016,5,377,1
09-02-2016,6,378,1
10-02-2016,7,379,1
11-02-2016,8,380,1
14-02-2016,11,383,1
15-02-2016,12,384,1
16-02-2016,13,385,1
17-02-2016,14,386,1
18-02-2016,15,387,1
19-02-2016,16,388,1
20-02-2016,17,389,1
21-02-2016,18,390,1
22-02-2016,19,391,1
23-02-2016,1,392,1
24-02-2016,2,393,1
25-02-2016,3,394,1
26-02-2016,4,395,1
27-02-2016,5,396,1
28-02-2016,6,397,1
01-03-2016,7,398,2
02-03-2016,8,399,1
05-03-2016,11,113,1
06-03-2016,12,114,1
07-03-2016,13,115,1
08-03-2016,14,116,1
09-03-2016,15,117,1
10-03-2016,16,118,1
11-03-2016,17,119,1
12-03-2016,18,120,1
13-03-2016,19,121,1
14-03-2016,1,122,1
15-03-2016,2,123,1
16-03-2016,3,124,1
17-03-2016,4,125,1
18-03-2016,5,126,1
19-03-2016,6,127,1
20-03-2016,7,128,1
21-03-2016,8,129,1
24-03-2016,11,132,1
25-03-2016,12,133,1
26-03-2016,13,134,1
27-03-2016,14,135,1
28-03-2016,15,136,1
29-03-2016,16,137,1
30-03-2016,17,138,1
31-03-2016,18,139,1
01-04-2016,19,140,1
02-04-2016,1,141,1
03-04-2016,2,142,1
04-04-2016,3,143,1
05-04-2016,4,144,1
06-04-2016,5,145,1
07-04-2016,6,146,1
08-04-2016,7,147,1
09-04-2016,8,148,1
12-04-2016,11,151,1
13-04-2016,12,152,1
